inclusion,current_role,consent_date,age,gender,race_eth,sex_orient,educator_status,high_lved,yrs_teach,current_class,current_class_other,teach_stud,school_type,school_type_other,school_loc,school_level,school_level_other,grades_teach,school_size,mh_syst,mh_prac,mh_prac_other,pro_1,pro_2,pro_3,pro_4,pro_5,pro_6,pro_7,pro_8,pro_9,pro_10,pro_11,pro_12,pro_13,pro_14,pro_15,pro_16,pro_17,pro_18,pro_19,pro_20,pro_21,pro_22,pro_23,pro_24,pro_25,pro_26,pro_27,pro_28,pro_29,pro_30,mhl_1,mhl_2,mhl_3,mhl_4,mhl_5,mhl_6,mhl_7,mhl_8,mhl_9,mhl_10,mhl_11,mhl_12,mhl_13,mhl_14,mhl_15,erq_1,erq_2,erq_3,erq_4,erq_5,erq_6,erq_7,erq_8,erq_9,erq_10,stress_1E,stress_1A,stress_2E,stress_2A,stress_3E,stress_3A,stress_4E,stress_4A,stress_5A,stress_5E,stress_6E,stress_6A,stress_7E,stress_7A,stress_8E,stress_8A,stress_9E,stress_9A,stress_10E,stress_10A,stress_11E,stress_11A,stress_12E,stress_12A,stress_13E,stress_13A,stress_14E,stress_14A,stress_15E,stress_15A,leav_prof_yr,leave_prof_five_yrs,leave_prof_why,leave_prof_why_oth
Yes,Classroom Teacher in K-12 Setting in Oregon,5/22/24,35-44,Male,White or Caucasian,Straight,Current K-12 license through TSPC,Master's Degree,11-15 years,General Education,,"Students with emotional/behavioral challenges,Students with disabilities (with IEP),Students with a 504 plan,Talented and Gifted Students,Students with mental health diagnosis (by a medical/clinical professional)",Public school,,"In a small town or rural area (population of 49,000 or less)",High School,,"10,11,12+",Less than 500 students,Yes,"Social-emotional or mental health interventions/supports,Community-school partnerships with outside agencies",,Sometimes,Sometimes,Often,Often,Sometimes,Often,Rarely,Rarely,Rarely,Rarely,Sometimes,Often,Never,Never,Sometimes,Often,Often,Often,Sometimes,Often,Sometimes,Very often,Never,Sometimes,Never,Often,Often,Rarely,Often,Often,Agree,Somewhat agree,Strongly agree,Agree,Somewhat disagree,Agree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Somewhat agree,Agree,Agree,Agree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat agree,Disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,6,6,6,6,8,6,8,5,7,6,3,2,4,3,7,5,7,4,4,4,5,4,6,5,6,4,6,5,4,4,0-24%,0-24%,"Administrative support,Salary,Work environment,School culture",
Yes,Classroom Teacher in K-12 Setting in Oregon,5/21/24,21-24,Female,White or Caucasian,Straight,"Current K-12 license through TSPC,Preliminary License","Bachelor's Degree,Graduated from Teacher License Program",2-5 years,General Education,,"Students with emotional/behavioral challenges,Students with disabilities (with IEP),Students with a 504 plan,Twice Exceptional Students (Students with disabilities and giftedness),Talented and Gifted Students,Students with mental health diagnosis (by a medical/clinical professional),Students with a chronic illness (e.g., diabetes, epilepsy),Students who have experienced trauma",Charter school,,"In a small town or rural area (population of 49,000 or less)",K-8,,2,Less than 500 students,Yes,"Universal screening,Social-emotional or mental health interventions/supports,School-based health center",,Often,Often,Often,Often,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Often,Often,Sometimes,Rarely,Rarely,Sometimes,Sometimes,Often,Often,Often,Very often,Often,Rarely,Sometimes,Sometimes,Often,Sometimes,Rarely,Often,Often,Agree,Agree,Somewhat agree,Agree,Somewhat agree,Agree,Somewhat agree,Somewhat agree,Agree,Somewhat agree,Agree,Agree,Somewhat agree,Agree,Agree,Somewhat agree,Agree,Somewhat agree,Disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,4,2,4,3,5,4,6,6,8,6,8,7,5,5,4,3,6,3,2,,4,2,4,3,,,,,3,2,0-24%,25-49%,"Administrative support,Student behavior,Workload,Salary,Lack of resources,Limited planning time,Emotional exhaustion,Retirement",
Yes,Classroom Teacher in K-12 Setting in Oregon,5/23/24,45-54,Female,White or Caucasian,Pansexual,Current K-12 license through TSPC,Bachelor's Degree,More than 15 years,Other (Please Specify),Mixed - Hugh Number of SpEd in GenEd,"Students with emotional/behavioral challenges,Students with disabilities (with IEP),Students with a 504 plan,Twice Exceptional Students (Students with disabilities and giftedness),Talented and Gifted Students,Students with mental health diagnosis (by a medical/clinical professional),Students with a chronic illness (e.g., diabetes, epilepsy),Students who have experienced trauma",Charter school,,"In a suburban area near a city (population between 49,000 and 250,000)",Other (Please Specify),Middle and High School,"7,8,9,10,11,12+",Less than 500 students,Yes,"Social-emotional or mental health interventions/supports,Community-school partnerships with outside agencies",,Very often,Sometimes,Very often,Very often,Sometimes,Very often,Never,Rarely,Sometimes,Rarely,Sometimes,Very often,Rarely,Rarely,Often,Never,Often,Often,Often,Very often,Very often,Very often,Rarely,Very often,Rarely,Very often,Sometimes,Often,Often,Very often,Strongly agree,Strongly agree,Strongly agree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat disagree,Agree,Strongly agree,Somewhat agree,Somewhat disagree,Somewhat agree,Agree,Strongly agree,Somewhat disagree,Strongly agree,Disagree,Agree,Somewhat disagree,Strongly agree,Agree,Somewhat disagree,Agree,5,5,2,2,1,1,2,2,5,7,7,6,2,2,3,2,3,2,1,1,2,1,1,1,1,1,2,2,1,1,0-24%,0-24%,"Staff shortages,Salary,Desire to change role within schools,Limited planning time,Retirement",
Yes,Classroom Teacher in K-12 Setting in Oregon,5/23/24,45-54,"Female,Cisgender (your gender identity is the same as your sex assigned at birth)",White or Caucasian,Straight,Current K-12 license through TSPC,Master's Degree,More than 15 years,General Education,,"Students with emotional/behavioral challenges,Students with disabilities (with IEP),Students with a 504 plan,Twice Exceptional Students (Students with disabilities and giftedness),Talented and Gifted Students,Students with mental health diagnosis (by a medical/clinical professional),Students with a chronic illness (e.g., diabetes, epilepsy),Students who have experienced trauma",Public school,,"In a small town or rural area (population of 49,000 or less)",High School,,"9,10,11,12+",Less than 500 students,Yes,"Social-emotional or mental health interventions/supports,Community-school partnerships with outside agencies",,Sometimes,Sometimes,Often,Sometimes,Rarely,Rarely,Often,Rarely,Sometimes,Sometimes,Sometimes,Often,Rarely,Rarely,Sometimes,Sometimes,Sometimes,Rarely,Very often,Often,Very often,Often,Never,Sometimes,Rarely,Often,Rarely,Never,Often,Sometimes,Somewhat agree,Somewhat agree,Somewhat agree,Strongly agree,Strongly agree,Strongly agree,Somewhat agree,Strongly agree,Agree,Strongly agree,Strongly agree,Agree,Somewhat agree,Agree,Agree,Somewhat agree,Strongly agree,Agree,Neither agree nor disagree (neutral),Somewhat agree,Neither agree nor disagree (neutral),Somewhat agree,Neither agree nor disagree (neutral),Agree,Somewhat agree,7,4,4,2,6,4,9,7,8,8,4,4,6,5,4,4,6,4,6,2,1,1,4,3,1,1,6,3,5,2,25-49%,50-74%,"Administrative support,Student behavior,Workload,Lack of resources,Limited planning time,Emotional exhaustion,Work environment,School culture",
Yes,Classroom Teacher in K-12 Setting in Oregon,5/24/24,35-44,Female,White or Caucasian,Straight,Current K-12 license through TSPC,Master's Degree,More than 15 years,General Education,,"Students with emotional/behavioral challenges,Students with disabilities (with IEP),Students who have experienced trauma",Public school,,"In a small town or rural area (population of 49,000 or less)",Elementary School,,5,Less than 500 students,Yes,"Social-emotional or mental health interventions/supports,Community-school partnerships with outside agencies",,Often,Very often,Often,Very often,Rarely,Sometimes,Sometimes,Rarely,Rarely,Rarely,Sometimes,Often,Rarely,Rarely,Often,Sometimes,Often,Often,Often,Often,Often,Often,Rarely,Often,Rarely,Often,Often,Rarely,Very often,Often,Agree,Strongly agree,Somewhat agree,Somewhat disagree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat agree,Somewhat disagree,Somewhat disagree,Somewhat agree,Somewhat agree,Neither agree nor disagree (neutral),Agree,Neither agree nor disagree (neutral),Disagree,Somewhat agree,Somewhat disagree,Neither agree nor disagree (neutral),Neither agree nor disagree (neutral),Agree,Neither agree nor disagree (neutral),7,9,4,4,3,3,7,6,7,6,5,4,5,5,4,5,4,5,3,2,2,5,3,5,3,4,1,3,2,5,0-24%,0-24%,"Student behavior,Staff shortages,Workload,Another option not listed",negative scrutiny and blame on teacher and school system 
Yes,Classroom Teacher in K-12 Setting in Oregon,5/24/24,45-54,"Female,Cisgender (your gender identity is the same as your sex assigned at birth)",White or Caucasian,Straight,Current K-12 license through TSPC,Master's Degree,6-10 years,General Education,,"Students with emotional/behavioral challenges,Students with disabilities (with IEP),Students with a 504 plan,Twice Exceptional Students (Students with disabilities and giftedness),Talented and Gifted Students,Students with mental health diagnosis (by a medical/clinical professional),Students with a chronic illness (e.g., diabetes, epilepsy),Students who have experienced trauma",Public school,,"In an urban area or city (population of 250,000 or more)",Middle School,,"6,7,8",501 to 1000 students,No,,,Often,Very often,Often,Often,Often,Rarely,Very often,Sometimes,Often,Often,Often,Often,Sometimes,Often,Often,Sometimes,Sometimes,Sometimes,Very often,Often,Very often,Sometimes,Never,Sometimes,Rarely,Sometimes,Sometimes,Never,Very often,Sometimes,Agree,Agree,Agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Agree,Somewhat disagree,Somewhat agree,Agree,Somewhat disagree,Disagree,Agree,Agree,Somewhat agree,Somewhat agree,Somewhat disagree,Disagree,Neither agree nor disagree (neutral),Somewhat disagree,Neither agree nor disagree (neutral),Neither agree nor disagree (neutral),Disagree,Somewhat disagree,4,3,5,3,5,4,5,3,6,3,6,3,6,3,3,,5,2,,,2,,3,,5,3,6,4,,,25-49%,50-74%,"Student behavior,Staff shortages,Workload,Desire to change role within schools,Emotional exhaustion,School culture",
Yes,Classroom Teacher in K-12 Setting in Oregon,5/25/24,35-44,Male,Prefer not to answer,Prefer not to answer,Current K-12 license through TSPC,Master's Degree,More than 15 years,General Education,,"Students with emotional/behavioral challenges,Students with disabilities (with IEP),Students with a 504 plan,Talented and Gifted Students,Students with a chronic illness (e.g., diabetes, epilepsy),Students who have experienced trauma",Public school,,"In an urban area or city (population of 250,000 or more)",Middle School,,"6,7",Less than 500 students,I am not sure,,,Sometimes,Often,Often,Sometimes,Sometimes,Often,Sometimes,Sometimes,Often,Sometimes,Often,Sometimes,Often,Sometimes,Often,Often,Sometimes,Sometimes,Very often,Often,Very often,Sometimes,Sometimes,Often,Sometimes,Very often,Sometimes,Rarely,Sometimes,Sometimes,Agree,Agree,Agree,Agree,Somewhat agree,Somewhat agree,Agree,Agree,Somewhat agree,Agree,Agree,Agree,Somewhat agree,Agree,Agree,Somewhat disagree,Disagree,Neither agree nor disagree (neutral),Strongly disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat disagree,8,9,9,8,9,8,10,8,10,10,8,8,9,9,10,8,10,9,8,7,8,7,9,8,10,10,9,9,6,9,25-49%,25-49%,"Administrative support,Student behavior,Workload,Lack of resources,Limited planning time,Emotional exhaustion,Work environment,School culture",
Yes,Classroom Teacher in K-12 Setting in Oregon,5/26/24,55-64,Female,White or Caucasian,Lesbian,Professional License,Master's Degree,More than 15 years,General Education,,"Students with emotional/behavioral challenges,Students with disabilities (with IEP),Students with a 504 plan,Twice Exceptional Students (Students with disabilities and giftedness),Talented and Gifted Students,Students with mental health diagnosis (by a medical/clinical professional),Students with a chronic illness (e.g., diabetes, epilepsy),Students who have experienced trauma",Public school,,"In a suburban area near a city (population between 49,000 and 250,000)",Middle School,,6,Less than 500 students,No,,,Sometimes,Often,Often,Rarely,Sometimes,Rarely,Very often,Never,Sometimes,Often,Often,Sometimes,Rarely,Never,Often,Sometimes,Rarely,Rarely,Very often,Rarely,Very often,Sometimes,Never,Often,Never,Very often,Sometimes,Never,Rarely,Sometimes,Strongly agree,Strongly agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat disagree,Agree,Somewhat agree,Strongly agree,Strongly agree,Somewhat agree,Somewhat agree,Somewhat agree,Agree,Agree,Disagree,Agree,Neither agree nor disagree (neutral),Somewhat disagree,Disagree,Somewhat agree,Agree,Disagree,Agree,9,5,4,2,7,7,3,3,10,4,9,6,1,1,7,5,1,1,1,1,1,1,1,1,6,6,4,1,1,1,25-49%,75-100%,"Student behavior,Staff shortages,Workload,Emotional exhaustion,Retirement",
Yes,Classroom Teacher in K-12 Setting in Oregon,5/28/24,65+,Female,White or Caucasian,Straight,Current K-12 license through TSPC,Master's Degree,More than 15 years,Special Education,,"Students with emotional/behavioral challenges,Students with disabilities (with IEP),Twice Exceptional Students (Students with disabilities and giftedness),Students with mental health diagnosis (by a medical/clinical professional),Students with a chronic illness (e.g., diabetes, epilepsy),Students who have experienced trauma",Public school,,"In a suburban area near a city (population between 49,000 and 250,000)",Elementary School,,"K,1,2,3,4,5",501 to 1000 students,Yes,"Social-emotional or mental health interventions/supports,Community-school partnerships with outside agencies",,Very often,Very often,Very often,Very often,Sometimes,Often,Often,Sometimes,Often,Never,Sometimes,Often,Rarely,Sometimes,Often,Often,Often,Often,Very often,Often,Often,Often,Rarely,Often,Sometimes,Very often,Often,Rarely,Very often,Very often,Strongly agree,Strongly agree,Strongly agree,Agree,Agree,Strongly agree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Strongly agree,Strongly agree,Strongly disagree,Disagree,Strongly disagree,Strongly disagree,Neither agree nor disagree (neutral),Somewhat agree,Somewhat agree,Agree,Somewhat agree,Strongly agree,6,5,2,5,3,5,2,5,9,5,1,5,5,1,8,5,2,5,2,5,2,5,1,5,5,2,2,5,1,5,75-100%,75-100%,"Lack of resources,Retirement",
Yes,Classroom Teacher in K-12 Setting in Oregon,5/28/24,45-54,Female,White or Caucasian,Straight,Current K-12 license through TSPC,Master's Degree,More than 15 years,General Education,,"Students with emotional/behavioral challenges,Students with disabilities (with IEP),Students with a 504 plan,Students who have experienced trauma",Public school,,"In a suburban area near a city (population between 49,000 and 250,000)",Elementary School,,K,501 to 1000 students,Yes,"Social-emotional or mental health interventions/supports,Community-school partnerships with outside agencies",,Often,Sometimes,Often,Often,Often,Never,Sometimes,Rarely,Often,Sometimes,Often,Often,Sometimes,Often,Often,Often,Sometimes,Sometimes,Often,Often,Often,Often,Never,Often,Sometimes,Very often,Often,Rarely,Often,Sometimes,Agree,Strongly agree,Somewhat agree,Somewhat agree,Disagree,Somewhat agree,Agree,Somewhat agree,Somewhat agree,Disagree,Strongly agree,Somewhat agree,Disagree,Strongly agree,Strongly agree,Agree,Somewhat agree,Agree,Strongly disagree,Agree,Strongly disagree,Agree,Agree,Somewhat agree,Agree,6,2,2,1,2,1,6,3,7,3,6,3,5,1,4,2,6,3,1,1,1,1,1,1,1,1,1,1,2,1,0-24%,0-24%,"Administrative support,Student behavior,Staff shortages,Workload,Emotional exhaustion,Retirement",
Yes,Classroom Teacher in K-12 Setting in Oregon,5/28/24,35-44,Female,White or Caucasian,Straight,Current K-12 license through TSPC,Master's Degree,More than 15 years,General Education,,"Students with emotional/behavioral challenges,Students with disabilities (with IEP),Students with a 504 plan,Twice Exceptional Students (Students with disabilities and giftedness),Talented and Gifted Students,Students with mental health diagnosis (by a medical/clinical professional),Students with a chronic illness (e.g., diabetes, epilepsy),Students who have experienced trauma",Public school,,"In a suburban area near a city (population between 49,000 and 250,000)",Middle School,,"6,7,8",501 to 1000 students,Yes,"Social-emotional or mental health interventions/supports,Community-school partnerships with outside agencies",,Sometimes,Very often,Often,Sometimes,Rarely,Sometimes,Sometimes,Rarely,Sometimes,Sometimes,Very often,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Very often,Sometimes,Very often,Sometimes,Rarely,Sometimes,Sometimes,Often,Sometimes,Sometimes,Often,Sometimes,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Agree,Agree,Somewhat agree,Agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Strongly disagree,Somewhat agree,Disagree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat agree,9,7,7,7,7,8,9,8,9,8,9,8,10,8,9,8,8,6,3,6,3,5,8,7,7,4,7,7,6,6,0-24%,0-24%,"Student behavior,Staff shortages,Workload,Desire to change role within schools,Lack of resources,Limited planning time,Emotional exhaustion",
Yes,Classroom Teacher in K-12 Setting in Oregon,5/29/24,35-44,Female,White or Caucasian,Straight,"Current K-12 license through TSPC,Professional License",Master's Degree,6-10 years,General Education,,"Students with emotional/behavioral challenges,Students with disabilities (with IEP),Students with a 504 plan,Twice Exceptional Students (Students with disabilities and giftedness),Talented and Gifted Students,Students with mental health diagnosis (by a medical/clinical professional),Students with a chronic illness (e.g., diabetes, epilepsy),Students who have experienced trauma",Public school,,"In a small town or rural area (population of 49,000 or less)",High School,,"9,12+",Less than 500 students,Yes,"Social-emotional or mental health interventions/supports,Community-school partnerships with outside agencies",,Often,Often,Often,Often,Sometimes,Often,Sometimes,Sometimes,Often,Sometimes,Often,Very often,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Often,Very often,Often,Very often,Sometimes,Rarely,Often,Sometimes,Often,Sometimes,Sometimes,Often,Often,Somewhat agree,Agree,Somewhat agree,Somewhat agree,Agree,Agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat disagree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat disagree,Somewhat agree,Agree,Somewhat agree,Disagree,Somewhat agree,Neither agree nor disagree (neutral),Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat agree,6,2,3,2,3,1,4,1,7,1,3,1,3,1,4,1,4,1,1,1,1,1,4,1,3,1,4,1,6,1,0-24%,0-24%,"Student behavior,Workload,Salary,Limited planning time,Emotional exhaustion,School culture",
Yes,Classroom Teacher in K-12 Setting in Oregon,5/29/24,21-24,Female,White or Caucasian,Straight,Emergency/Restricted License,Bachelor's Degree,2-5 years,General Education,,"Students with emotional/behavioral challenges,Students with disabilities (with IEP),Students with a 504 plan,Talented and Gifted Students,Students with mental health diagnosis (by a medical/clinical professional),Students who have experienced trauma",Public school,,"In a small town or rural area (population of 49,000 or less)",K-8,,K,Less than 500 students,Yes,"Social-emotional or mental health interventions/supports,Other program or practice (Please specify.)",DESSA screening,Often,Very often,Often,Sometimes,Often,Often,Rarely,Never,Sometimes,Sometimes,Often,Sometimes,Sometimes,Never,Never,Often,Often,Often,Very often,Often,Sometimes,Very often,Never,Very often,Never,Often,Sometimes,Never,Very often,Often,Strongly agree,Strongly agree,Strongly agree,Agree,Somewhat agree,Agree,Agree,Strongly agree,Strongly agree,Agree,Somewhat agree,Strongly agree,Somewhat agree,Agree,Agree,Somewhat disagree,Somewhat agree,Somewhat disagree,Disagree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat agree,10,6,3,6,7,7,1,1,6,5,3,1,1,1,6,5,1,1,5,2,1,1,1,1,1,1,1,1,7,4,0-24%,25-49%,"Student behavior,Staff shortages,Staff turnover,Salary,Desire to change role within schools",
Yes,Classroom Teacher in K-12 Setting in Oregon,5/29/24,21-24,Female,White or Caucasian,Straight,Current K-12 license through TSPC,Currently in Teacher License Program,2-5 years,General Education,,"Students with emotional/behavioral challenges,Students with disabilities (with IEP),Students with a 504 plan,Twice Exceptional Students (Students with disabilities and giftedness),Talented and Gifted Students,Students with mental health diagnosis (by a medical/clinical professional),Students with a chronic illness (e.g., diabetes, epilepsy),Students who have experienced trauma",Public school,,"In a small town or rural area (population of 49,000 or less)",K-8,,"6,7,8",Less than 500 students,Yes,"Community-school partnerships with outside agencies,School-based health center",,Often,Very often,Very often,Often,Rarely,Often,Rarely,Sometimes,Often,Rarely,Rarely,Often,Rarely,Never,Very often,Often,Often,Often,Often,Often,Often,Very often,Rarely,Very often,Rarely,Sometimes,Very often,Never,Very often,Often,Strongly agree,Strongly agree,Agree,Strongly agree,Strongly agree,Strongly agree,Agree,Strongly agree,Strongly agree,Strongly agree,Agree,Strongly agree,Agree,Strongly agree,Strongly agree,Agree,Agree,Somewhat agree,Strongly disagree,Agree,Strongly agree,Agree,Agree,Agree,Somewhat agree,5,3,1,1,1,1,3,2,8,3,4,3,1,1,2,1,3,1,1,1,2,1,2,1,3,1,6,2,1,1,0-24%,25-49%,"Student behavior,Staff shortages,Workload,Salary,Lack of resources,Emotional exhaustion,Work environment",
Yes,Classroom Teacher in K-12 Setting in Oregon,5/29/24,25-34,Female,Prefer not to answer,Prefer not to answer,"Current K-12 license through TSPC,Preliminary License",Master's Degree,6-10 years,General Education,,"Students with emotional/behavioral challenges,Students with disabilities (with IEP),Students with a 504 plan,Students with mental health diagnosis (by a medical/clinical professional),Students who have experienced trauma",Public school,,"In a small town or rural area (population of 49,000 or less)",K-8,,"K,1,2,3,4,5",Less than 500 students,Yes,Universal screening,,Sometimes,Often,Often,Sometimes,Often,Sometimes,Sometimes,Never,Sometimes,Often,Very often,Sometimes,Sometimes,Sometimes,Often,Sometimes,Sometimes,Rarely,Often,Sometimes,Often,Sometimes,Sometimes,Sometimes,Often,Very often,Rarely,Sometimes,Sometimes,Sometimes,Somewhat agree,Agree,Agree,Agree,Somewhat agree,Somewhat agree,Agree,Somewhat disagree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat agree,Agree,Agree,Agree,Somewhat agree,Strongly agree,Somewhat agree,Somewhat disagree,Agree,Somewhat agree,Somewhat agree,Agree,Strongly agree,Somewhat agree,9,6,4,3,3,3,7,5,9,6,4,3,4,2,5,4,6,6,2,1,2,2,1,1,4,2,1,1,1,1,25-49%,25-49%,"Administrative support,Student behavior,Staff shortages,Workload,Salary,Lack of resources,Emotional exhaustion,Work environment",
Yes,Classroom Teacher in K-12 Setting in Oregon,5/29/24,55-64,Male,White or Caucasian,Straight,Current K-12 license through TSPC,Graduated from Teacher License Program,More than 15 years,Other (Please Specify),Lab,"Students with emotional/behavioral challenges,Students with disabilities (with IEP),Students with a 504 plan,Twice Exceptional Students (Students with disabilities and giftedness),Talented and Gifted Students,Students with mental health diagnosis (by a medical/clinical professional),Students with a chronic illness (e.g., diabetes, epilepsy),Students who have experienced trauma",Public school,,"In a small town or rural area (population of 49,000 or less)",High School,,"9,10,11,12+",Less than 500 students,Yes,"Social-emotional or mental health interventions/supports,Community-school partnerships with outside agencies",,Often,Often,Very often,Often,Never,Often,Sometimes,Rarely,Rarely,Sometimes,Sometimes,Often,Rarely,Never,Very often,Often,Often,Often,Sometimes,Often,Rarely,Often,Rarely,Often,Rarely,Very often,Sometimes,Rarely,Often,Often,Agree,Agree,Agree,Agree,Agree,Agree,Somewhat agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Agree,Agree,Somewhat agree,Agree,Somewhat agree,Disagree,Neither agree nor disagree (neutral),Somewhat disagree,Agree,Agree,Somewhat disagree,Neither agree nor disagree (neutral),8,3,5,3,2,1,1,1,8,2,3,1,1,1,2,1,2,1,2,1,2,1,4,1,4,1,3,1,1,1,0-24%,75-100%,"Administrative support,Lack of resources,Work environment,School culture,Retirement,Another option not listed",(School staff culture) / (Sports overriding academics)
Yes,Classroom Teacher in K-12 Setting in Oregon,5/30/24,55-64,Female,White or Caucasian,Straight,Current K-12 license through TSPC,Master's Degree,11-15 years,General Education,,"Students with emotional/behavioral challenges,Students with disabilities (with IEP),Students with a 504 plan,Twice Exceptional Students (Students with disabilities and giftedness),Talented and Gifted Students,Students with mental health diagnosis (by a medical/clinical professional),Students with a chronic illness (e.g., diabetes, epilepsy),Students who have experienced trauma",Public school,,"In an urban area or city (population of 250,000 or more)",Middle School,,"6,7,8",501 to 1000 students,Yes,"Social-emotional or mental health interventions/supports,Community-school partnerships with outside agencies",,Often,Very often,Very often,Very often,Often,Sometimes,Very often,Rarely,Sometimes,Sometimes,Very often,Very often,Never,Sometimes,Never,Very often,Rarely,Often,Very often,Often,Sometimes,Very often,Never,Very often,Never,Sometimes,Sometimes,Never,Very often,Very often,Agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat disagree,Agree,Agree,Agree,Agree,Somewhat agree,Strongly agree,Agree,Strongly agree,Agree,Somewhat agree,Somewhat agree,Disagree,Somewhat agree,Strongly disagree,Agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat agree,6,2,7,1,7,6,5,1,7,1,3,1,1,1,8,3,8,2,2,1,1,1,9,2,7,2,1,1,3,1,0-24%,0-24%,"Student behavior,Workload,Emotional exhaustion,Work environment,Retirement",
Yes,Classroom Teacher in K-12 Setting in Oregon,5/30/24,45-54,Male,White or Caucasian,Straight,Current K-12 license through TSPC,Bachelor's Degree,11-15 years,General Education,,"Students with emotional/behavioral challenges,Students who have experienced trauma",Public school,,"In a small town or rural area (population of 49,000 or less)",K-8,,"K,1,2,3,4,5,6,7,8",Less than 500 students,Yes,Social-emotional or mental health interventions/supports,,Often,Rarely,Often,Sometimes,Sometimes,Often,Very often,Rarely,Rarely,Rarely,Rarely,Often,Rarely,Never,Sometimes,Sometimes,Often,Often,Sometimes,Sometimes,Sometimes,Often,Never,Sometimes,Never,Sometimes,Sometimes,Rarely,Sometimes,Often,Disagree,Somewhat disagree,Disagree,Disagree,Disagree,Disagree,Strongly disagree,Disagree,Somewhat agree,Disagree,Somewhat agree,Disagree,Somewhat disagree,Somewhat agree,Somewhat disagree,Neither agree nor disagree (neutral),Agree,Somewhat agree,Disagree,Somewhat disagree,Agree,Neither agree nor disagree (neutral),Neither agree nor disagree (neutral),Neither agree nor disagree (neutral),Neither agree nor disagree (neutral),5,5,3,3,3,3,3,3,3,2,4,4,2,3,2,2,2,2,2,2,4,4,3,3,4,4,6,5,3,3,0-24%,25-49%,"Student behavior,School culture",
Yes,Classroom Teacher in K-12 Setting in Oregon,5/31/24,45-54,Female,White or Caucasian,Straight,Preliminary License,Master's Degree,2-5 years,Special Education,,"Students with emotional/behavioral challenges,Students with disabilities (with IEP)",Public school,,"In a suburban area near a city (population between 49,000 and 250,000)",K-8,,"K,1,2,3,4,5,6,7,8",Less than 500 students,Yes,"Universal screening,Social-emotional or mental health interventions/supports",,Often,Often,Very often,Very often,Sometimes,Often,Rarely,Never,Rarely,Never,Rarely,Very often,Never,Never,Often,Often,Often,Very often,Rarely,Often,Rarely,Often,Never,Very often,Never,Rarely,Often,Never,Often,Very often,Agree,Agree,Agree,Agree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Agree,Agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat disagree,Agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat disagree,6,3,6,3,6,3,5,2,7,4,4,2,4,2,5,2,6,2,2,1,3,1,4,1,3,1,5,1,1,1,0-24%,0-24%,Does not apply to me,
